Key,Name,State,Longitude,Latitude,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,5/21/20
AL-97,Mobile County,AL,-88.20842,30.78472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,2,6,10,18,23,29,40,44,52,56,67,103,114,125,143,201,249,309,358,408,454,468,509,548,577,621,637,661,680,714,756,810,845,845,917,942,994,1033,1058,1099,1172,1198,1222,1265,1311,1355,1407,1452,1461,1474,1507,1545,1608,1653,1681,1701,1735,1751,1822,1870
AL-99,Monroe County,AL,-87.36995,31.56729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,5,5,5,5,5,5,6,6,6,6,7,7,7,7,7,8,9,9,9,9,9,11,11,12,11,12,12,13,13,13,13,13,13,15,15,15,15,15,15,15,18,18,18,19,20,20,20,22,22
AL-101,Montgomery County,AL,-86.20969,32.22068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,3,3,3,3,4,9,13,17,18,18,21,22,29,35,45,59,62,67,71,74,77,88,92,102,119,135,161,174,197,207,215,226,231,245,253,263,274,274,289,292,302,316,337,355,379,409,438,456,477,515,533,576,608,642,684,705,753,787,816,823,863,907,994,1028
AL-103,Morgan County,AL,-86.85476,34.45501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,9,9,15,17,17,20,19,21,24,24,27,29,30,31,36,36,37,38,42,41,42,44,46,45,47,48,51,52,50,55,55,64,65,68,68,68,71,73,74,76,78,81,84,87,92,93,95,98,99,104,109,110,111,116,119,132,137
AL-105,Perry County,AL,-87.29771,32.64048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,3,4,6,6,7,7,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,15,16,16,16,18,18,19,19,19,19,19,19,20,20,20,21,22,23,25
AL-107,Pickens County,AL,-88.08818,33.28095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,4,4,9,10,12,12,12,14,15,17,19,21,22,23,24,26,30,32,32,38,40,43,44,44,45,45,48,47,47,48,48,50,54,55,56,57,58,59,63,65,67,70,70,70,71,73,77,78,82,84,86,86
AL-109,Pike County,AL,-85.94083,31.80396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,4,4,4,4,5,7,10,10,14,14,14,16,17,18,18,20,21,22,24,27,29,34,37,41,46,53,57,58,58,62,65,65,67,67,69,73,75,79,82,84,85,87,89,93,99,100,102,103,105,106,106,107,110,121,124
AL-111,Randolph County,AL,-85.45709,33.29527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,5,6,10,11,11,12,13,15,16,22,27,36,40,45,45,46,51,51,53,56,59,60,58,60,60,60,61,62,62,62,62,74,77,79,82,91,96,100,102,104,111,117,117,118,119,119,120,120,120,120,121
AL-113,Russell County,AL,-85.18415,32.28725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,4,4,8,10,12,14,14,20,22,24,27,30,30,32,35,41,43,48,48,52,54,53,53,53,53,55,55,57,60,60,61,63,63,66,69,73,77,79,81,83,88,91,96,100,100,105,109,116,118
AL-115,St. Clair County,AL,-86.31029,33.71902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,3,4,6,6,9,11,13,13,15,18,19,23,25,26,31,30,30,36,37,38,42,43,45,47,49,52,53,54,57,59,62,62,63,63,64,68,70,70,72,73,73,76,76,76,77,78,79,81,82,84,86,87,88,88,90,90,91,91,95,97
AL-117,Shelby County,AL,-86.66233,33.26880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,9,10,16,17,22,27,42,52,66,72,79,79,88,88,98,109,124,139,147,158,159,170,184,193,212,230,235,237,243,248,257,268,273,273,278,283,294,294,311,318,319,320,320,320,324,327,328,335,339,348,358,362,367,370,378,381,390,391,398,399,404,404,414,417
AL-119,Sumter County,AL,-88.19916,32.59117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,7,6,6,8,15,16,17,18,19,20,21,26,28,31,33,35,36,40,44,46,47,51,51,53,55,55,56,64,68,72,77,81,85,87,92,93,98,100,106,110,110,115,120,124,127,136,148,164,169
AL-121,Talladega County,AL,-86.16886,33.37823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,3,4,4,4,4,5,7,7,8,11,16,17,20,20,22,29,32,32,34,38,38,38,40,42,44,46,47,50,52,53,54,54,57,58,59,59,61,61,64,65,64,67,67,70,72,73,73,73,74,76,76,75,78,78,81,81,82,82
AL-123,Tallapoosa County,AL,-85.79833,32.86698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,4,4,5,8,8,12,13,17,19,20,29,30,33,35,45,53,61,98,101,123,127,158,160,179,195,193,228,242,254,261,261,274,275,279,282,285,286,290,295,298,303,304,314,315,316,323,328,330,338,345,351,357,358,366,371,379,384
AL-125,Tuscaloosa County,AL,-87.52557,33.28726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,3,4,4,6,7,9,10,15,19,21,22,23,24,29,30,34,41,43,44,73,77,83,85,91,99,119,121,122,128,132,152,141,145,153,158,165,173,182,182,192,195,199,202,208,210,216,218,237,243,248,259,269,274,278,284,291,302,319,332,345,345,368,387,431,446
AL-127,Walker County,AL,-87.30027,33.80271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,5,9,17,23,28,30,30,32,32,34,48,49,49,54,63,65,69,72,78,81,84,84,84,84,83,83,85,90,91,90,89,89,89,92,93,94,95,96,97,97,99,100,100,101,103,105,106,106,107,110,111,116,119,126,126,139,148,164,168
AL-129,Washington County,AL,-88.20690,31.40928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,4,4,3,3,3,5,5,5,5,7,7,11,11,12,12,12,12,12,13,14,15,16,16,17,18,18,19,19,26,27,33,34,34,35,37,38,38,42,42,43,48,51,53,54,55,57,59,60,60,60,61,61,62,63
AL-131,Wilcox County,AL,-87.30891,31.98773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,3,3,5,6,11,12,12,13,13,16,18,24,30,31,31,34,39,40,45,47,49,49,50,52,53,53,56,58,60,62,66,67,71,72,72,72,73,73,77,80,81,85,87,89,89,92,93,94,95,97,108,109
AL-133,Winston County,AL,-87.37326,34.15031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,7,9,9,9,9,10,10,10,10,10,11,11,13,13,15,15,16,16,16,16,17,17,20,20,21,23,25,25,27,28,33,34,39,45,50,53
AK-0,Unassigned,AK,0.00000,0.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,1,1,1,1,1,0,0
AK-20,Anchorage Municipality,AK,-149.14270,61.14998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,4,4,4,5,13,17,17,28,30,43,54,59,61,65,67,73,81,85,88,98,103,109,112,121,127,131,136,139,143,150,151,154,155,160,164,166,168,168,168,171,175,179,179,185,185,187,189,190,190,191,194,194,194,194,194,194,194,199,199,199,199,205,206,206
AK-50,Bethel Census Area,AK,-159.85618,60.90980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2
AK-90,Fairbanks North Star Borough,AK,-146.56927,64.80726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,5,6,7,7,7,10,11,10,19,23,28,30,35,40,42,46,53,53,65,71,73,76,76,79,79,79,79,79,79,79,79,79,79,79,79,79,79,80,80,81,81,81,82,83,83,83,83,83,83,83,83,84,84,84,84,84,84,84,84,84,85,85,85
AK-110,Juneau City and Borough,AK,-134.20044,58.45032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,4,4,5,5,9,10,11,12,14,14,14,14,14,15,15,16,17,18,21,23,24,24,24,24,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,29,29,29,29,30,30,30
AK-122,Kenai Peninsula Borough,AK,-151.53889,60.24430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,5,7,7,7,7,8,10,11,12,13,13,13,14,15,15,15,15,15,16,16,17,19,19,19,19,19,19,19,19,19,19,19,19,19,21,21,22,22,22,22,23,23,24,24,24,24,24,24,24,24,24,24,26,26,26
AK-130,Ketchikan Gateway Borough,AK,-130.97556,55.57445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,6,6,6,8,11,11,12,12,13,13,13,14,14,14,14,14,14,14,14,14,14,15,15,15,15,15,15,15,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
AK-150,Kodiak Island Borough,AK,-153.74936,57.65529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AK-170,Matanuska-Susitna Borough,AK,-149.57417,62.31305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,3,4,4,4,4,4,4,5,6,9,10,14,14,15,15,15,15,17,18,19,19,20,20,20,20,20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,22,22,22
AK-180,Nome Census Area,AK,-164.03538,64.90321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AK-188,Northwest Arctic Borough,AK,-159.75039,67.04919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
AK-195,Petersburg Census Area,AK,-132.95410,57.13979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
AK-198,Prince of Wales-Hyder Census Area,AK,-133.05116,55.76262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
AK-220,Sitka City and Borough,AK,-135.32066,57.24125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AK-240,Southeast Fairbanks Census Area,AK,-143.21276,63.87692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3
AK-290,Yukon-Koyukuk Census Area,AK,-151.39074,65.50815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AZ-1,Apache County,AZ,-109.48924,35.39465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,7,9,11,13,13,17,16,17,17,17,20,23,25,28,34,52,55,66,72,89,97,110,118,141,169,178,202,226,235,268,296,314,336,362,380,392,449,478,507,526,549,576,612,630,671,710,716,727,744,817,859,927,962,981,988,1023,1080,1121
AZ-3,Cochise County,AZ,-109.75161,31.87935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,3,3,4,4,4,4,5,7,8,9,9,9,11,11,13,15,16,15,15,18,20,22,24,28,29,31,31,34,36,36,36,37,38,39,39,39,39,39,39,40,40,41,41,41,42,43,43,44,45,46,46,46,46,46,51
AZ-5,Coconino County,AZ,-111.77072,35.83883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,11,14,17,18,23,28,41,56,62,71,81,85,114,126,147,155,167,179,186,210,214,238,243,253,270,266,299,304,314,333,337,342,353,372,391,402,420,425,439,453,486,498,512,527,540,561,588,618,659,679,699,713,720,772,795,823,839,866,901,943,961,972
AZ-7,Gila County,AZ,-110.81328,33.80190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,5,5,7,7,8,9,10,12,11,11,11,11,11,12,13,13,14,14,14,14,15,17,19,19,19,19,19,19,21,22,22,22,22,22,22,22
AZ-9,Graham County,AZ,-109.88822,32.93167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,4,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,7,6,7,9,9,10,16,17,17,18,18,19,19,19,18,19,19,19,20,21,21,21,20,20,20,20,21,21
AZ-11,Greenlee County,AZ,-109.24053,33.21499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3
AZ-12,La Paz County,AZ,-113.98100,33.72854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,5,5,5,5,5,5,6,6,6,8,7,7,7,7,8,14,15,14,14,14,16,18,20,22,22,23,23,22,25,27,36,37,38,38,38,40,45
AZ-13,Maricopa County,AZ,-112.49182,33.34836,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,4,4,8,9,11,22,34,49,81,139,199,251,299,399,454,545,690,788,871,961,1049,1171,1326,1433,1495,1559,1689,1741,1891,1960,2020,2056,2146,2264,2404,2491,2589,2636,2738,2846,2970,3116,3234,3359,3457,3578,3723,3972,4156,4421,4585,4751,4929,5138,5196,5525,5779,5827,5988,6219,6341,6599,6821,7096,7240,7340,7482,7644,7835
AZ-15,Mohave County,AZ,-113.75779,35.70472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,6,7,7,7,8,9,12,16,20,23,23,27,28,30,30,40,45,45,51,51,52,54,56,59,62,69,73,81,88,96,99,105,117,122,127,135,141,147,150,158,171,178,193,198,207,213,220,242,250,250,251,262,267,277
AZ-17,Navajo County,AZ,-110.32190,35.39977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,10,13,25,32,37,43,49,57,62,88,91,102,129,148,177,195,210,222,240,286,287,321,335,345,355,390,410,435,452,459,473,485,527,564,583,612,625,628,665,682,712,741,766,777,800,869,892,912,945,981,983,1006,1017,1099,1150,1177,1238,1273,1285,1320,1361,1421
AZ-19,Pima County,AZ,-111.78900,32.09713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,4,4,5,7,8,12,17,24,42,49,75,102,120,153,187,202,217,237,280,326,372,415,415,464,512,543,591,622,668,685,700,760,819,856,913,941,963,973,1026,1060,1090,1136,1164,1188,1215,1241,1267,1300,1326,1346,1379,1425,1465,1520,1554,1585,1602,1623,1661,1696,1750,1781,1814,1825,1888,1903,1944
AZ-21,Pinal County,AZ,-111.34495,32.90526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,5,5,5,5,5,5,5,8,10,10,14,16,17,22,23,35,36,41,51,64,62,65,69,77,89,103,106,120,124,137,138,146,163,168,175,182,197,212,235,247,256,268,283,303,317,332,342,359,365,387,397,417,435,456,468,478,497,530,566,585,600,620,636,643,650,670,678,693,702,720,724,732
AZ-23,Santa Cruz County,AZ,-110.84791,31.52509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,4,4,4,5,6,7,7,8,8,10,10,12,14,14,16,19,20,23,28,28,30,30,30,30,31,31,33,33,34,34,34,35,37,38,38,40,44,45,51,50,62,69,72,75,78,97,102,123
